SchoolYear,County_Name,District_BEDS_Code,District_Name,School_BEDS_Code,Location_Name,Public_Immigrant_Student_Cnt
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100010225,PS 225 EILEEN E ZAGLIN (THE),304
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100010226,PS 226 ALFRED DE B MASON,156
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100010228,IS 228 DAVID A BOODY,147
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100010238,PS 238 ANNE SULLIVAN,118
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100010239,MARK TWAIN IS 239-GIFTED & TALENTED,15
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100010253,PS 253,185
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100010281,IS 281 JOSEPH B CAVALLARO,173
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100010288,PS 288 SHIRLEY TANYHILL (THE),18
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100010303,IS 303 HERBERT S EISENBERG,90
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100010329,PS 329 SURFSIDE,13
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100010666,PK - NYC GEO DIST # 21 - BROOKLYN,37
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100011337,INTERNATIONAL HIGH SCH-LAFAYETTE,274
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100011344,RACHEL CARSON HS FOR COASTAL STUDIES,124
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100011348,HIGH SCHOOL OF SPORTS MANAGEMENT,44
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100011410,ABRAHAM LINCOLN HIGH SCHOOL,358
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100011468,KINGSBOROUGH EARLY COLLEGE SCHOOL,s
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100011525,EDWARD R MURROW HIGH SCHOOL,204
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100011540,JOHN DEWEY HIGH SCHOOL,361
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100011559,LIFE ACAD HS FOR FILM AND MUSIC,39
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100011572,EXPEDITIONARY LRN SCH-COMM LEADERS,42
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100011620,WILLIAM E GRADY CAREER AND TECH,21
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100011690,BROOKLYN STUDIO SECONDARY SCHOOL,137
06/30/2019,KINGS,332100010000,NYC GEOG DIST #21 - BROOKLYN,332100011728,LIBERATION DIPLOMA PLUS,s
06/30/2019,KINGS,332100860949,CONEY ISLAND PREP PUBLIC CHARTER SCH,332100860949,CONEY ISLAND PREP PUBLIC CHARTER SCH,21
06/30/2019,KINGS,332100861075,SUCCESS ACADEMY CS - BENSONHURST,332100861075,SUCCESS ACADEMY CS - BENSONHURST,31
06/30/2019,KINGS,332100861123,HEBREW LANGUAGE ACADEMY CHARTER 2,332100861123,HEBREW LANGUAGE ACADEMY CHARTER 2,12
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010014,JHS 14 SHELL BANK,122
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010052,PS 52 SHEEPSHEAD BAY,147
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010078,JHS 78 ROY H MANN,55
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010109,PS 109,53
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010119,PS 119 AMERSFORT,65
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010134,PS 134,122
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010139,PS 139 ALEXINE A FENTY,85
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010152,SCHOOL OF SCIENCE AND TECHNOLOGY,82
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010193,PS 193 GIL HODGES,73
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010194,PS 194 RAOUL WALLENBERG,43
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010195,PS 195 MANHATTAN BEACH,33
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010197,PS 197 KINGS HIGHWAY ACADEMY (THE),213
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010198,PS 198,30
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010203,PS 203 FLOYD BENNETT SCHOOL,53
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010206,PS 206 JOSEPH F LAMB,217
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010207,PS 207 ELIZABETH G LEARY,34
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010217,PS 217 COL DAVID MARCUS SCHOOL,156
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010222,PS 222 KATHERINE R SNYDER,68
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010234,JHS 234 ARTHUR W CUNNINGHAM,154
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010236,PS 236 MILL BASIN,22
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010240,ANDRIES HUDDE,86
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010245,PS 245,37
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010251,PS 251 PAERDEGAT,47
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010254,PS 254 DAG HAMMARSKJOLD,109
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010255,PS 255 BARBARA REING SCHOOL,183
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010277,PS 277 GERRITSEN BEACH,17
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010278,JHS 278 MARINE PARK,61
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010312,PS 312 BERGEN BEACH,32
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010315,PS 315,91
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010326,PS 326,18
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010361,PS 361 E FLATBUSH EARLY CHILDHOOD,143
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010381,IS 381,41
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010666,PK - NYC GEO DIST # 22 - BROOKLYN,35
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010777,HB - NYC GEO DIST # 22 - BROOKYN,s
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010889,PS 889,11
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200010890,MS 890,6
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200011405,MIDWOOD HIGH SCHOOL,78
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200011425,JAMES MADISON HIGH SCHOOL,515
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200011535,LEON M GOLDSTEIN HIGH SCH-SCIENCES,9
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200011555,BROOKLYN COLLEGE ACADEMY,9
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200011611,ORIGINS HIGH SCHOOL,129
06/30/2019,KINGS,332200010000,NYC GEOG DIST #22 - BROOKLYN,332200011630,PROFESSIONAL PATHWAYS HIGH SCHOOL,s
06/30/2019,KINGS,332200860955,HEBREW LANGUAGE ACADEMY CHARTER,332200860955,HEBREW LANGUAGE ACADEMY CHARTER,23
06/30/2019,KINGS,332200860978,BROOKLYN DREAMS CHARTER SCHOOL,332200860978,BROOKLYN DREAMS CHARTER SCHOOL,56
06/30/2019,KINGS,332200861050,CENTRAL BROOKLYN ASCEND CHARTER,332200861050,CENTRAL BROOKLYN ASCEND CHARTER,30
06/30/2019,KINGS,332200861051,NEW VISIONS CHTR HS-HUMANITIES III,332200861051,NEW VISIONS CHTR HS-HUMANITIES III,9
06/30/2019,KINGS,332200861053,NEW VISIONS CHTR HS-ADV MA/SCI III,332200861053,NEW VISIONS CHTR HS-ADV MA/SCI III,37
06/30/2019,KINGS,332200861076,SUCCESS ACADEMY CS - BERGEN BEACH,332200861076,SUCCESS ACADEMY CS - BERGEN BEACH,21
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010041,PS 41 FRANCIS WHITE,36
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010137,PS/IS 137 RACHAEL JEAN MITCHELL,13
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010150,PS 150 CHRISTOPHER,13
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010155,PS/IS 155 NICHOLAS HERKIMER,47
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010156,PS 156 WAVERLY,30
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010165,PS 165 IDA POSNER,20
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010178,PS 178 SAINT CLAIR MCKELWAY,29
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010184,PS 184 NEWPORT,32
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010284,GREGORY JOCKO JACKSON-SPORTS-ARTS,15
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010298,PS 298 DR BETTY SHABAZZ,16
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010323,PS/IS 323,22
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010327,PS 327 DR ROSE B ENGLISH,21
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010363,BROWNSVILLE COLLABORATIVE MIDDLE,17
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010392,IS 392,10
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010401,CHRISTOPHER AVENUE COMMUNITY SCHOOL,14
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010446,RIVERDALE AVENUE COMMUNITY SCHOOL,44
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010514,FREDERICK DOUGLASS ACADEMY VII,26
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010518,KAPPA V,10
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010522,MOTT HALL IV,6
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010599,BROOKLYN LANDMARK ELEMENTARY SCHOOL,18
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010664,BROOKLYN ENVIRONMENTAL EXPLORATION,s
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010666,PK - NYC GEO DIST # 23 - BROOKLYN,s
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010668,RIVERDALE AVENUE MIDDLE SCHOOL,23
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300010671,MOTT HALL BRIDGES ACADEMY,5
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300011493,BROOKLYN COLLEGIATE,40
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300011643,BROOKLYN DEMOCRACY ACADEMY,13
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300011644,EAGLE ACADEMY FOR YOUNG MEN II,s
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300011646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,7
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300011647,METROPOLITAN DIPLOMA PLUS HIGH SCH,10
06/30/2019,KINGS,332300010000,NYC GEOG DIST #23 - BROOKLYN,332300011697,TEACHERS PREPARATORY HIGH SCHOOL,40
06/30/2019,KINGS,332300860912,ACHIEVEMENT FIRST BROWNSVILLE CHARTE,332300860912,ACHIEVEMENT FIRST BROWNSVILLE CHARTE,51
06/30/2019,KINGS,332300860936,OCEAN HILL COLLEGIATE CHARTER SCH,332300860936,OCEAN HILL COLLEGIATE CHARTER SCH,17
06/30/2019,KINGS,332300860939,BROWNSVILLE COLLEGIATE CHARTER SCH,332300860939,BROWNSVILLE COLLEGIATE CHARTER SCH,27
06/30/2019,KINGS,332300860941,LEADERSHIP PREP OCEAN HILL CHARTER,332300860941,LEADERSHIP PREP OCEAN HILL CHARTER,31
06/30/2019,KINGS,332300860942,LEADERSHIP PREP BROWNSVILLE CHARTER,332300860942,LEADERSHIP PREP BROWNSVILLE CHARTER,42
06/30/2019,KINGS,332300860954,BROWNSVILLE ASCEND CHARTER SCHOOL,332300860954,BROWNSVILLE ASCEND CHARTER SCHOOL,29
06/30/2019,KINGS,332300861007,NEW VISIONS AIM CHARTER HS I,332300861007,NEW VISIONS AIM CHARTER HS I,s
06/30/2019,KINGS,332300861127,KEY COLLEGIATE CHARTER SCHOOL,332300861127,KEY COLLEGIATE CHARTER SCHOOL,s
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010045,PS/IS 45 HORACE E GREENE,64
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010075,PS 75 MAYDA CORTIELLA,24
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010086,PS 86 IRVINGTON (THE),85
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010106,PS 106 EDWARD EVERETT HALE,62
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010116,PS 116 ELIZABETH L FARRELL,61
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010123,PS 123 SUYDAM,62
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010145,PS 145 ANDREW JACKSON,47
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010151,PS 151 LYNDON B JOHNSON,57
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010162,JHS 162 WILLOUGHBY (THE),43
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010274,PS 274 KOSCIUSKO,28
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010291,JHS 291 ROLAND HAYES,80
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010299,PS 299 THOMAS WARREN FIELD,26
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010347,IS 347 SCHOOL OF HUMANITIES,30
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010349,"IS 349 MATH, SCIENCE & TECHNOLOGY",16
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010376,PS 376,34
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010377,PS 377 ALEJANDRINA B DE GAUTIER,16
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010383,JHS 383 PHILIPPA SCHUYLER,s
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010384,PS/IS 384 FRANCES E CARTER,56
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010562,EVERGREEN MS-URBAN EXPLORATION,35
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010564,BUSHWICK COMMUNITY HS,s
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010666,PK - NYC GEO DIST # 32 - BROOKLYN,s
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200010777,HB - NYC GEO DIST # 32 - BROOKLYN,s
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200011168,BROOKLYN SCHOOL FOR MATH AND RESEARC,37
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200011403,ACADEMY FOR ENVIRONMENTAL LDSHIP,114
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200011545,EBC HIGH SCHOOL-PUBLIC SERVICE,36
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200011549,BROOKLYN SCHOOL FOR SOCIAL JUSTICE,101
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200011552,ACADEMY OF URBAN PLANNING-ENGINEERIN,48
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200011554,ALL CITY LEADERSHIP SECONDARY SCH,s
06/30/2019,KINGS,333200010000,NYC GEOG DIST #32 - BROOKLYN,333200011556,BUSHWICK LEADERS HS-ACAD EXCELL,43
06/30/2019,KINGS,333200860906,ACHIEVEMENT FIRST BUSHWICK CHARTER,333200860906,ACHIEVEMENT FIRST BUSHWICK CHARTER,20
06/30/2019,KINGS,333200860987,BUSHWICK ASCEND CHARTER SCHOOL,333200860987,BUSHWICK ASCEND CHARTER SCHOOL,27
06/30/2019,KINGS,333200861045,ACHIEVEMENT FIRST NORTH BROOKLYN PRE,333200861045,ACHIEVEMENT FIRST NORTH BROOKLYN PRE,18
06/30/2019,KINGS,333200861059,"MATH, ENG, SCI ACADEMY CHARTER HIGH",333200861059,"MATH, ENG, SCI ACADEMY CHARTER HIGH",14
06/30/2019,KINGS,333200861096,SUCCESS ACADEMY CS-BUSHWICK,333200861096,SUCCESS ACADEMY CS-BUSHWICK,18
06/30/2019,LEWIS,231101040000,SOUTH LEWIS CSD,231101040005,GLENFIELD ELEMENTARY SCHOOL,s
06/30/2019,LEWIS,231101040000,SOUTH LEWIS CSD,231101040006,SOUTH LEWIS MIDDLE SCHOOL,s
06/30/2019,LEWIS,231101040000,SOUTH LEWIS CSD,231101040007,SOUTH LEWIS HIGH SCHOOL,s
06/30/2019,LIVINGSTON,240101040000,AVON CSD,240101040001,AVON PRIMARY SCHOOL,s
06/30/2019,LIVINGSTON,240401040000,GENESEO CSD,240401040001,GENESEO MIDDLE SCHOOL HIGH SCHOOL,s
06/30/2019,LIVINGSTON,240401040000,GENESEO CSD,240401040002,GENESEO ELEMENTARY SCHOOL,5
06/30/2019,MADISON,250201060000,CAZENOVIA CSD,250201060002,CAZENOVIA HIGH SCHOOL,s
06/30/2019,MADISON,250201060000,CAZENOVIA CSD,250201060006,BURTON STREET ELEMENTARY SCHOOL,s
06/30/2019,MADISON,250301040000,DERUYTER CSD,250301040001,DERUYTER HIGH SCHOOL,s
06/30/2019,MADISON,250401040000,MORRISVILLE-EATON CSD,250401040004,MORRISVILLE MIDDLE SCH HIGH SCH,s
06/30/2019,MADISON,251101040000,MADISON CSD,251101040003,MADISON CENTRAL SCHOOL,s
06/30/2019,MADISON,251501040000,STOCKBRIDGE VALLEY CSD,251501040001,STOCKBRIDGE VALLEY CENTRAL SCHOOL,s
06/30/2019,MADISON,251601060000,CHITTENANGO CSD,251601060002,BOLIVAR ROAD ELEMENTARY SCHOOL,s
06/30/2019,MADISON,251601060000,CHITTENANGO CSD,251601060003,CHITTENANGO MIDDLE SCHOOL,s
06/30/2019,MADISON,251601060000,CHITTENANGO CSD,251601060005,CHITTENANGO HIGH SCHOOL,s
06/30/2019,MONROE,260101060000,BRIGHTON CSD,260101060001,COUNCIL ROCK PRIMARY SCHOOL,47
06/30/2019,MONROE,260101060000,BRIGHTON CSD,260101060004,BRIGHTON HIGH SCHOOL,28
06/30/2019,MONROE,260101060000,BRIGHTON CSD,260101060008,TWELVE CORNERS MIDDLE SCHOOL,25
06/30/2019,MONROE,260101060000,BRIGHTON CSD,260101060010,FRENCH ROAD ELEMENTARY SCHOOL,38
06/30/2019,MONROE,260401060000,GATES-CHILI CSD,260401060001,GATES-CHILI HIGH SCHOOL,29
06/30/2019,MONROE,260401060000,GATES-CHILI CSD,260401060002,FLORENCE BRASSER SCHOOL,11
06/30/2019,MONROE,260401060000,GATES-CHILI CSD,260401060004,GATES-CHILI MIDDLE SCHOOL,13
06/30/2019,MONROE,260401060000,GATES-CHILI CSD,260401060007,PAUL ROAD SCHOOL,s
06/30/2019,MONROE,260401060000,GATES-CHILI CSD,260401060008,WALT DISNEY SCHOOL,s
06/30/2019,MONROE,260401060000,GATES-CHILI CSD,260401060009,NEIL ARMSTRONG SCHOOL,11
06/30/2019,MONROE,260501060000,GREECE CSD,260501060001,AUTUMN LANE ELEMENTARY SCHOOL,5
06/30/2019,MONROE,260501060000,GREECE CSD,260501060002,LONGRIDGE ELEMENTARY SCHOOL,23
06/30/2019,MONROE,260501060000,GREECE CSD,260501060004,BROOKSIDE ELEMENTARY SCHOOL CAMPUS,11
06/30/2019,MONROE,260501060000,GREECE CSD,260501060006,ENGLISH VILLAGE ELEMENTARY SCHOOL,10
06/30/2019,MONROE,260501060000,GREECE CSD,260501060007,WEST RIDGE ELEMENTARY SCHOOL,23
06/30/2019,MONROE,260501060000,GREECE CSD,260501060008,OLYMPIA HIGH SCHOOL,50
06/30/2019,MONROE,260501060000,GREECE CSD,260501060009,PADDY HILL ELEMENTARY SCHOOL,18
06/30/2019,MONROE,260501060000,GREECE CSD,260501060010,ARCADIA HIGH SCHOOL,19
06/30/2019,MONROE,260501060000,GREECE CSD,260501060011,LAKESHORE ELEMENTARY SCHOOL,11
06/30/2019,MONROE,260501060000,GREECE CSD,260501060012,BUCKMAN HTS ELEMENTARY SCHOOL,9
06/30/2019,MONROE,260501060000,GREECE CSD,260501060013,ODYSSEY ACADEMY,26
06/30/2019,MONROE,260501060000,GREECE CSD,260501060015,CRAIG HILL ELEMENTARY SCHOOL,10
06/30/2019,MONROE,260501060000,GREECE CSD,260501060016,HOLMES ROAD ELEMENTARY SCHOOL,11
06/30/2019,MONROE,260501060000,GREECE CSD,260501060019,ATHENA HIGH SCHOOL,31
06/30/2019,MONROE,260501060000,GREECE CSD,260501060020,ATHENA MIDDLE SCHOOL,19
06/30/2019,MONROE,260501060000,GREECE CSD,260501060023,ARCADIA MIDDLE SCHOOL,19
06/30/2019,MONROE,260501060000,GREECE CSD,260501060024,PINE BROOK ELEMENTARY SCHOOL,5
06/30/2019,MONROE,260501060000,GREECE CSD,260501060888,HI - GREECE CSD,s
06/30/2019,MONROE,260501861067,RENAISSANCE ACADEMY CHARTER-ARTS,260501861067,RENAISSANCE ACADEMY CHARTER-ARTS,s
06/30/2019,MONROE,260801060000,EAST IRONDEQUOIT CSD,260801060003,LAURELTON-PARDEE INTERMEDIATE SCHOOL,s
06/30/2019,MONROE,260801060000,EAST IRONDEQUOIT CSD,260801060005,IVAN L GREEN PRIMARY SCHOOL,s
06/30/2019,MONROE,260801060000,EAST IRONDEQUOIT CSD,260801060006,EASTRIDGE SENIOR HIGH SCHOOL,9
06/30/2019,MONROE,260801060000,EAST IRONDEQUOIT CSD,260801060009,DURAND-EASTMAN INTERMEDIATE SCHOOL,s
06/30/2019,MONROE,260801060000,EAST IRONDEQUOIT CSD,260801060011,HELENDALE ROAD PRIMARY SCHOOL,s
06/30/2019,MONROE,260801060000,EAST IRONDEQUOIT CSD,260801060012,EAST IRONDEQUOIT MIDDLE SCHOOL,5
06/30/2019,MONROE,260803060000,WEST IRONDEQUOIT CSD,260803060002,DAKE JUNIOR HIGH SCHOOL,s
06/30/2019,MONROE,260803060000,WEST IRONDEQUOIT CSD,260803060003,IROQUOIS MIDDLE SCHOOL,s
06/30/2019,MONROE,260803060000,WEST IRONDEQUOIT CSD,260803060004,ROGERS MIDDLE SCHOOL,s
06/30/2019,MONROE,260803060000,WEST IRONDEQUOIT CSD,260803060005,IRONDEQUOIT HIGH SCHOOL,16
06/30/2019,MONROE,260803060000,WEST IRONDEQUOIT CSD,260803060007,SENECA SCHOOL,s
06/30/2019,MONROE,260803060000,WEST IRONDEQUOIT CSD,260803060011,SOUTHLAWN SCHOOL,s
06/30/2019,MONROE,260901060000,HONEOYE FALLS-LIMA CSD,260901060002,MANOR INTERMEDIATE SCHOOL,s
06/30/2019,MONROE,260901060000,HONEOYE FALLS-LIMA CSD,260901060004,HONEOYE FALLS-LIMA SENIOR HIGH SCH,s
06/30/2019,MONROE,260901060000,HONEOYE FALLS-LIMA CSD,260901060005,HONEOYE FALLS-LIMA MIDDLE SCHOOL,s
06/30/2019,MONROE,261001060000,SPENCERPORT CSD,261001060001,SPENCERPORT HIGH SCHOOL,7
06/30/2019,MONROE,261001060000,SPENCERPORT CSD,261001060002,WILLIAM C MUNN SCHOOL,12
06/30/2019,MONROE,261001060000,SPENCERPORT CSD,261001060005,A M COSGROVE MIDDLE SCHOOL,8
06/30/2019,MONROE,261001060000,SPENCERPORT CSD,261001060006,TERRY TAYLOR ELEMENTARY SCHOOL,s
06/30/2019,MONROE,261001060000,SPENCERPORT CSD,261001060007,CANAL VIEW ELEMENTARY SCHOOL,7
06/30/2019,MONROE,261101060000,HILTON CSD,261101060001,VILLAGE ELEMENTARY SCHOOL,s
06/30/2019,MONROE,261101060000,HILTON CSD,261101060005,MERTON WILLIAMS MIDDLE SCHOOL,s
06/30/2019,MONROE,261101060000,HILTON CSD,261101060006,NORTHWOOD ELEMENTARY SCHOOL,7
06/30/2019,MONROE,261201060000,PENFIELD CSD,261201060003,COBBLES ELEMENTARY SCHOOL,7
06/30/2019,MONROE,261201060000,PENFIELD CSD,261201060004,INDIAN LANDING ELEMENTARY SCHOOL,s
06/30/2019,MONROE,261201060000,PENFIELD CSD,261201060005,SCRIBNER ROAD ELEMENTARY SCHOOL,15
06/30/2019,MONROE,261201060000,PENFIELD CSD,261201060006,PENFIELD SENIOR HIGH SCHOOL,8
06/30/2019,MONROE,261201060000,PENFIELD CSD,261201060008,BAY TRAIL MIDDLE SCHOOL,6
06/30/2019,MONROE,261201060000,PENFIELD CSD,261201060009,HARRIS HILL ELEMENTARY SCHOOL,s
